Date,Open,High,Low,Close,Adj Close,Volume
2020-04-29,71.182503,72.417503,70.972504,71.932503,70.957458,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,72.454399,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.287926,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.296562,133568000
2020-05-05,73.764999,75.250000,73.614998,74.389999,73.381653,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.138748,142333600
2020-05-07,75.805000,76.292503,75.492500,75.934998,74.905708,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,76.688591,133838400
2020-05-11,77.025002,79.262497,76.809998,78.752502,77.895325,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.005112,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.075340,200622400
2020-05-14,76.127502,77.447502,75.382500,77.385002,76.542709,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.090179,166348400
2020-05-18,78.292503,79.125000,77.580002,78.739998,77.882935,135178400
2020-05-19,78.757500,79.629997,78.252502,78.285004,77.432915,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,78.938820,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.350296,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,78.854759,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.320633,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,78.661865,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,78.696503,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,78.619835,153532400
2020-06-01,79.437500,80.587502,79.302498,80.462502,79.586708,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,79.955147,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.395302,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,79.702919,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,81.972931,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,82.457603,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.061447,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.249878,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.060966,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,83.778084,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,84.814171,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.061943,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,86.940781,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,86.975388,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,86.478371,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,88.740959,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,90.635117,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.035233,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.217224,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,87.445213,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,89.460541,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.207321,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.036690,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.036690,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,92.445206,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.158363,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,94.304741,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,94.710274,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,94.875946,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,94.438255,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.001076,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,96.661301,153198000
2020-07-16,96.562500,97.404999,95.904999,96.522499,95.471893,110577600
2020-07-17,96.987503,97.147499,95.839996,96.327499,95.279022,92186800
2020-07-20,96.417503,98.500000,96.062500,98.357498,97.286919,90318000
2020-07-21,99.172501,99.250000,96.742500,97.000000,95.944199,103433200
2020-07-22,96.692497,97.974998,96.602501,97.272499,96.213730,89001600
2020-07-23,96.997498,97.077499,92.010002,92.845001,91.834419,197004400
2020-07-24,90.987503,92.970001,89.144997,92.614998,91.606918,185438800
2020-07-27,93.709999,94.904999,93.480003,94.809998,93.778030,121214000
2020-07-28,94.367500,94.550003,93.247498,93.252502,92.237480,103625600
2020-07-29,93.750000,95.230003,93.712502,95.040001,94.005524,90329200
2020-07-30,94.187500,96.297501,93.767502,96.190002,95.143021,158130000
2020-07-31,102.885002,106.415001,100.824997,106.260002,105.103409,374336800
2020-08-03,108.199997,111.637497,107.892502,108.937500,107.751762,308151200
2020-08-04,109.132500,110.790001,108.387497,109.665001,108.471344,173071600
2020-08-05,109.377502,110.392502,108.897499,110.062500,108.864517,121776800
2020-08-06,110.404999,114.412498,109.797501,113.902496,112.662704,202428800
2020-08-07,113.205002,113.675003,110.292503,111.112503,110.101242,198045600
2020-08-10,112.599998,113.775002,110.000000,112.727501,111.701538,212403600
2020-08-11,111.970001,112.482498,109.107498,109.375000,108.379555,187902400
2020-08-12,110.497498,113.275002,110.297501,113.010002,111.981476,165598000
2020-08-13,114.430000,116.042503,113.927498,115.010002,113.963264,210082000
2020-08-14,114.830002,115.000000,113.044998,114.907501,113.861702,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,113.564438,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,114.510742,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,114.654411,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,117.198555,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,123.238083,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,124.712036,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,123.688942,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,125.370987,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,123.872261,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,123.671608,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,127.865585,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,132.958801,151948100
2020-09-02,137.589996,137.979996,127.000000,131.399994,130.204102,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,119.779846,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,119.859123,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,111.793205,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,116.252251,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,112.457108,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,110.980659,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,114.310081,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,114.488449,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,111.109482,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,109.335777,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,105.867615,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,109.078140,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,110.792389,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,106.145088,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,107.235069,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,111.258118,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,113.913719,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,113.051651,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,114.755981,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,115.727074,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,111.991371,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,115.439713,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,112.130112,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,114.032639,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,113.923637,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,115.905441,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,123.267815,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,119.997841,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,120.087029,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,119.611389,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,117.936768,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,114.924454,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,116.440521,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,115.806343,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,114.696541,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,113.992989,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,114.002899,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,115.538795,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,110.187943,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,114.270447,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,107.869240,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,107.780052,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,109.434868,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,113.903816,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,117.946686,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,117.812683,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,115.460205,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,115.112793,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,118.606766,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,118.328842,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,118.378471,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,119.410782,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,118.507515,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,117.157555,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,117.763054,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,116.472656,73604300
2020-11-23,117.180000,117.620003,113.750000,113.849998,113.008453,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,114.318695,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,115.172333,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,115.728203,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,118.170021,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,121.812904,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,122.170242,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,122.031281,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,121.346367,78260400
2020-12-07,122.309998,124.570000,122.250000,123.750000,122.835281,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,123.460625,82225500
2020-12-09,124.529999,125.949997,121.000000,121.779999,120.879837,115089200
2020-12-10,120.500000,123.870003,120.150002,123.239998,122.329048,81312200
2020-12-11,122.430000,122.760002,120.550003,122.410004,121.505188,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,120.879837,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,126.934753,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,126.865265,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,127.748688,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,125.723778,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,127.282166,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,130.905182,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,129.992004,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,130.994537,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,135.679642,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,133.873077,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,132.731598,96452100
2020-12-31,134.080002,134.740005,131.720001,132.690002,131.709198,99116600
2021-01-04,133.520004,133.610001,126.760002,129.410004,128.453461,143301900
2021-01-05,128.889999,131.740005,128.429993,131.009995,130.041626,97664900
2021-01-06,127.720001,131.050003,126.379997,126.599998,125.664207,155088000
2021-01-07,128.360001,131.630005,127.860001,130.919998,129.952271,109578200
2021-01-08,132.429993,132.630005,130.229996,132.050003,131.073929,105158200
2021-01-11,129.190002,130.169998,128.500000,128.979996,128.026642,100384500
2021-01-12,128.500000,129.690002,126.860001,128.800003,127.847954,91951100
2021-01-13,128.759995,131.449997,128.490005,130.889999,129.922501,88636800
2021-01-14,130.800003,131.000000,128.759995,128.910004,127.957146,90221800
2021-01-15,128.779999,130.220001,127.000000,127.139999,126.200226,111598500
2021-01-19,127.779999,128.710007,126.940002,127.830002,126.885132,90757300
2021-01-20,128.660004,132.490005,128.550003,132.029999,131.054092,104319500
2021-01-21,133.800003,139.669998,133.589996,136.869995,135.858322,120150900
2021-01-22,136.279999,139.850006,135.020004,139.070007,138.042053,114459400
2021-01-25,143.070007,145.089996,136.539993,142.919998,141.863571,157611700
2021-01-26,143.600006,144.300003,141.369995,143.160004,142.101822,98390600
2021-01-27,143.429993,144.300003,140.410004,142.059998,141.009949,140843800
2021-01-28,139.520004,141.990005,136.699997,137.089996,136.076660,142621100
2021-01-29,135.830002,136.740005,130.210007,131.960007,130.984604,177523800
2021-02-01,133.750000,135.380005,130.929993,134.139999,133.148483,106239800
2021-02-02,135.729996,136.309998,134.610001,134.990005,133.992203,83305400
2021-02-03,135.759995,135.770004,133.610001,133.940002,132.949982,89880900
2021-02-04,136.300003,137.399994,134.589996,137.389999,136.374451,84183100
2021-02-05,137.350006,137.419998,135.860001,136.759995,135.951965,75693800
2021-02-08,136.029999,136.960007,134.919998,136.910004,136.101074,71297200
2021-02-09,136.619995,137.880005,135.850006,136.009995,135.206390,76774200
2021-02-10,136.479996,136.990005,134.399994,135.389999,134.590057,73046600
2021-02-11,135.899994,136.389999,133.770004,135.130005,134.331619,64280000
2021-02-12,134.350006,135.529999,133.690002,135.369995,134.570175,60145100
2021-02-16,135.490005,136.009995,132.789993,133.190002,132.403061,80576300
2021-02-17,131.250000,132.220001,129.470001,130.839996,130.066940,97918500
2021-02-18,129.199997,130.000000,127.410004,129.710007,128.943634,96856700
2021-02-19,130.240005,130.710007,128.800003,129.869995,129.102676,87668800
2021-02-22,128.009995,129.720001,125.599998,126.000000,125.255539,103916400
2021-02-23,123.760002,126.709999,118.389999,125.860001,125.116379,158273000
2021-02-24,124.940002,125.559998,122.230003,125.349998,124.609383,111039900
2021-02-25,124.680000,126.459999,120.540001,120.989998,120.275139,148199500
2021-02-26,122.589996,124.849998,121.199997,121.260002,120.543549,164560400
2021-03-01,123.750000,127.930000,122.790001,127.790001,127.034966,116307900
2021-03-02,128.410004,128.720001,125.010002,125.120003,124.380745,102260900
2021-03-03,124.809998,125.709999,121.839996,122.059998,121.338821,112966300
2021-03-04,121.750000,123.599998,118.620003,120.129997,119.420227,178155000
2021-03-05,120.980003,121.940002,117.570000,121.419998,120.702599,153766600
2021-03-08,120.930000,121.000000,116.209999,116.360001,115.672493,154376600
2021-03-09,119.029999,122.059998,118.790001,121.089996,120.374550,129525800
2021-03-10,121.690002,122.169998,119.449997,119.980003,119.271118,111943300
2021-03-11,122.540001,123.209999,121.260002,121.959999,121.239410,103026500
2021-03-12,120.400002,121.169998,119.160004,121.029999,120.314903,88105100
2021-03-15,121.410004,124.000000,120.419998,123.989998,123.257416,92403800
2021-03-16,125.699997,127.220001,124.720001,125.570000,124.828087,115227900
2021-03-17,124.050003,125.860001,122.339996,124.760002,124.022873,111932600
2021-03-18,122.879997,123.180000,120.320000,120.529999,119.817863,121229700
2021-03-19,119.900002,121.430000,119.680000,119.989998,119.281044,185549500
2021-03-22,120.330002,123.870003,120.260002,123.389999,122.660973,111912300
2021-03-23,123.330002,124.239998,122.139999,122.540001,121.815987,95467100
2021-03-24,122.820000,122.900002,120.070000,120.089996,119.380455,88530500
2021-03-25,119.540001,121.660004,119.000000,120.589996,119.877502,98844700
2021-03-26,120.349998,121.480003,118.919998,121.209999,120.493843,94071200
2021-03-29,121.650002,122.580002,120.730003,121.389999,120.672783,80819200
2021-03-30,120.110001,120.400002,118.860001,119.900002,119.191582,85671900
2021-03-31,121.650002,123.519997,121.150002,122.150002,121.428284,118323800
2021-04-01,123.660004,124.180000,122.489998,123.000000,122.273270,75089100
2021-04-05,123.870003,126.160004,123.070000,125.900002,125.156136,88651200
2021-04-06,126.500000,127.129997,125.650002,126.209999,125.464294,80171300
2021-04-07,125.830002,127.919998,125.139999,127.900002,127.144318,83466700
2021-04-08,128.949997,130.389999,128.520004,130.360001,129.589783,88844600
2021-04-09,129.800003,133.039993,129.470001,133.000000,132.214188,106686700
2021-04-12,132.520004,132.850006,130.630005,131.240005,130.464569,91420000
2021-04-13,132.440002,134.660004,131.929993,134.429993,133.635727,91266500
2021-04-14,134.940002,135.000000,131.660004,132.029999,131.249924,87222800
2021-04-15,133.820007,135.000000,133.639999,134.500000,133.705307,89347100
2021-04-16,134.300003,134.669998,133.279999,134.160004,133.367340,84922400
2021-04-19,133.509995,135.470001,133.339996,134.839996,134.043304,94264200
2021-04-20,135.020004,135.529999,131.809998,133.110001,132.323547,94812300
2021-04-21,132.360001,133.750000,131.300003,133.500000,132.711227,68847100
2021-04-22,133.039993,134.149994,131.410004,131.940002,131.160461,84566500
2021-04-23,132.160004,135.119995,132.160004,134.320007,133.526398,78657500
2021-04-26,134.830002,135.059998,133.559998,134.720001,133.924042,66905100
2021-04-27,135.009995,135.410004,134.110001,134.389999,133.595963,66015800
2021-04-28,134.309998,135.020004,133.080002,133.580002,132.790756,107760100
2021-04-29,136.470001,137.070007,132.449997,133.479996,132.691345,151101000
2021-04-30,131.779999,133.559998,131.070007,131.460007,130.683289,109839500
2021-05-03,132.039993,134.070007,131.830002,132.539993,131.756897,75135100
2021-05-04,131.190002,131.490005,126.699997,127.849998,127.094612,137564700
2021-05-05,129.199997,130.449997,127.970001,128.100006,127.343147,84000900
2021-05-06,127.889999,129.750000,127.129997,129.740005,128.973450,78128300
2021-05-07,130.850006,131.259995,129.479996,130.210007,129.660538,78973300
2021-05-10,129.410004,129.539993,126.809998,126.849998,126.314713,88071200
2021-05-11,123.500000,126.269997,122.769997,125.910004,125.378685,126142800
2021-05-12,123.400002,124.639999,122.250000,122.769997,122.251923,112172300
2021-05-13,124.580002,126.150002,124.260002,124.970001,124.442642,105861300
2021-05-14,126.250000,127.889999,125.849998,127.449997,126.912178,81918000
2021-05-17,126.820000,126.930000,125.169998,126.269997,125.737160,74244600
2021-05-18,126.559998,126.989998,124.779999,124.849998,124.323151,63342900
2021-05-19,123.160004,124.919998,122.860001,124.690002,124.163826,92612000
2021-05-20,125.230003,127.720001,125.099998,127.309998,126.772766,76857100
2021-05-21,127.820000,128.000000,125.209999,125.430000,124.900703,79295400
2021-05-24,126.010002,127.940002,125.940002,127.099998,126.563652,63092900
2021-05-25,127.820000,128.320007,126.320000,126.900002,126.364494,72009500
2021-05-26,126.959999,127.389999,126.419998,126.849998,126.314713,56575900
2021-05-27,126.440002,127.639999,125.080002,125.279999,124.751343,94625600
2021-05-28,125.570000,125.800003,124.550003,124.610001,124.084160,71311100
2021-06-01,125.080002,125.349998,123.940002,124.279999,123.755547,67637100
2021-06-02,124.279999,125.239998,124.050003,125.059998,124.532265,59278900
2021-06-03,124.680000,124.849998,123.129997,123.540001,123.018677,76229200
2021-06-04,124.070000,126.160004,123.849998,125.889999,125.358765,75169300
2021-06-07,126.169998,126.320000,124.830002,125.900002,125.368721,71057600
2021-06-08,126.599998,128.460007,126.209999,126.739998,126.205177,74403800
2021-06-09,127.209999,127.750000,126.519997,127.129997,126.593521,56877900
2021-06-10,127.019997,128.190002,125.940002,126.110001,125.577835,71186400
2021-06-11,126.529999,127.440002,126.099998,127.349998,126.812592,53522400
2021-06-14,127.820000,130.539993,127.070000,130.479996,129.929398,96906500
2021-06-15,129.940002,130.600006,129.389999,129.639999,129.092941,62746300
2021-06-16,130.369995,130.889999,128.460007,130.149994,129.600784,91815000
2021-06-17,129.800003,132.550003,129.649994,131.789993,131.233856,96721700
2021-06-18,130.710007,131.509995,130.240005,130.460007,129.909500,108953300
2021-06-21,130.300003,132.410004,129.210007,132.300003,131.741699,79663300
2021-06-22,132.130005,134.080002,131.619995,133.979996,133.414612,74783600
2021-06-23,133.770004,134.320007,133.229996,133.699997,133.135803,60214200
2021-06-24,134.449997,134.639999,132.929993,133.410004,132.847046,68711000
2021-06-25,133.460007,133.889999,132.809998,133.110001,132.548294,70783700
2021-06-28,133.410004,135.250000,133.350006,134.779999,134.211258,62111300
2021-06-29,134.800003,136.490005,134.350006,136.330002,135.754700,64556100
2021-06-30,136.169998,137.410004,135.869995,136.960007,136.382050,63261400
2021-07-01,136.600006,137.330002,135.759995,137.270004,136.690750,52485800
2021-07-02,137.899994,140.000000,137.750000,139.960007,139.369400,78852600
2021-07-06,140.070007,143.149994,140.070007,142.020004,141.420715,108181800
2021-07-07,143.539993,144.889999,142.660004,144.570007,143.959946,104911600
2021-07-08,141.580002,144.059998,140.669998,143.240005,142.635544,105575500
2021-07-09,142.750000,145.649994,142.649994,145.110001,144.497650,99890800
2021-07-12,146.210007,146.320007,144.000000,144.500000,143.890228,76299700
2021-07-13,144.029999,147.460007,143.630005,145.639999,145.025421,100827100
2021-07-14,148.100006,149.570007,147.679993,149.149994,148.520584,127050800
